"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
71,44.29,5.52,3.29,4.28,4.12,5.99,4.84,2.81,4.35,4.82,5.68,3.77,1,1.21,0.7,1.88,6.42,2.47,3.3,4.72,4.87,3.2,3.16,4.42,3.66,4.79,3.23,3.85,4.99,3.39,4.8,3,2,1.04,"Male","Don't Know","Confucian","Jewish","No, I’ve never had an experience like this.","No","Brazil"
72,41.41,5.24,2.91,3.35,3.93,5.33,4.16,3.34,1.02,3.28,5.43,1.11,1,1.84,0.84,0.46,5.1,2.28,5.63,4.43,4.58,3.3,3.42,4.07,5.32,2.74,3.19,4.24,3.94,7.74,3.89,1,1,0.17,"notSpec","Don't Know","Muslim","Confucian","Yes, I’ve had an experience like this.","Yes.","Brazil"
73,37.25,2.66,4.4,5.56,4.52,5.82,3.04,3.54,4.28,4.76,4.92,3.48,1,1.76,0.79,0.94,4.95,2.56,3.84,2.57,3.11,2.03,4.93,5.5,3.64,4.9,3.64,4.69,2.27,4.13,4.16,3,1,0.65,"Male","While I have doubts, I feel that I do believe in God","Spiritual but not religious","Confucian","No, I’ve never had an experience like this.","Yes.","Brazil"
74,42.4,3.79,3.32,5.05,4.39,4.4,5.91,4.39,3.62,4.42,4.88,4.5,1,1.17,1.03,1.72,3.58,5.05,3.47,7.05,6.21,2.69,4.7,3.72,3.34,3.91,4.32,4.76,3.2,4.7,4.55,1,1,1.59,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Seeker","Catholic","Yes, I’ve had an experience like this.","Yes.","Brazil"
75,36.73,5.59,2.29,5.23,4.56,5.09,1.68,0.49,1.81,4.63,5.68,3.22,1,0.67,1.2,1.81,4.2,4.54,4.78,5.37,3.2,3.92,3.16,4.75,5.6,2.71,2.92,3.55,3.25,3.17,3.95,2,2,1.27,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Other","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
76,39.41,5.99,2.66,4.04,4.51,3.08,4.55,2.27,3.23,3.4,5.54,2.36,1,1.08,1.25,1.26,6.01,4.13,3.14,4.27,4.2,3.64,3.99,4.89,3.95,4.79,2.97,4.58,2.16,3.85,4.11,3,1,0.69,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Sceptic","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
77,41.28,6.03,4.3,5.85,5.96,5.74,2.76,2.64,4.33,3.45,6.67,1.5,1,0.94,2.23,1.02,6.59,5.19,4.23,5.01,2.2,2.36,3.12,3.72,2.68,3.37,3.31,2.16,4.52,4.52,5.47,3,2,0.7,"Female","I find myself believing in God some of the time, but not at others","Muslim","Protestant","No, I’ve never had an experience like this.","No","Brazil"
78,44.02,5.11,2.64,5.8,4.31,5.06,5.67,4.03,3,3.45,6.83,4.01,1,1.41,2.05,1.91,3.51,5.4,4.37,4.13,3.24,5.07,2.88,4.39,3.63,3.72,3.67,3.67,3.1,4.55,3.5,1,2,0.78,"Female","I don’t believe in God","Jewish","Protestant","Yes, I’ve had an experience like this.","No","Brazil"
79,36.05,4.1,2.93,6.23,4.28,6.46,4.15,3.36,4.59,3.16,7.01,3.3,1,1.6,0.69,0.17,4.31,2.29,2.57,3.74,4.14,4.69,5.69,2.47,3.07,3.78,4.1,4.49,5.59,4.28,3.38,3,1,0.29,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Hindu","No, I’ve never had an experience like this.","Yes.","Brazil"
80,40.52,4.1,4.6,4.36,3.93,6.87,2.99,4.91,3.19,3.69,5.29,3.67,1,0.89,1.45,1.09,2.84,3.53,5.14,4.19,3.04,4.88,4.64,5.28,5.22,4.59,5.26,5.91,6.33,6.21,2.55,2,1,0.5,"Male","I know God really exists and I have no doubt about it.","Sceptic","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
81,37.89,6.06,4.22,3.23,3.86,3.94,2.78,1.36,3.21,2.64,5.01,2,1,1.05,2,1.58,5.03,3.81,3.56,3.25,3.98,5.69,4.93,4.57,4.02,5.09,5.5,3.06,4.25,3.14,3.61,2,1,1.29,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Free thinker","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
82,34.21,5.38,4.34,3.1,4.82,5.54,2.92,3.2,4.12,4.26,4.15,3.69,1,1.71,1.19,1.49,5.17,4.43,3.13,4.84,4.86,4.73,4.98,3.22,3.96,2.76,4.92,2.59,4.27,6.01,3.78,3,2,1.33,"Female","Don't Know","Agnostic","Buddhist","No, I’ve never had an experience like this.","No","Brazil"
83,42.55,5.56,0.87,4.04,3.35,5.13,3.96,2.7,3.06,3.34,4.7,3.29,1,1.3,1.42,0.91,3.77,4.99,3.83,3.4,4.96,3.92,4.08,4.29,3,4.46,4.66,4.78,4.7,2.93,4.51,1,2,2.1,"Male","While I have doubts, I feel that I do believe in God","Jewish","Sunni","Yes, I’ve had an experience like this.","No","Brazil"
84,42.77,7.58,3.62,4.93,5.72,5.62,4.05,2.75,1.98,4.04,6.88,2.97,1,0.51,0.74,0.69,2.67,4.68,5.75,2.92,2.01,2.61,3.64,4.28,3.33,3.29,5.13,4.25,2.29,4.99,5.25,3,2,0.18,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Agnostic","Catholic","No, I’ve never had an experience like this.","No","Brazil"
85,34.81,2.81,3.61,4.61,2.96,5.97,3.21,0.53,1.83,2.47,4.9,1.52,1,1.23,1.08,0.7,3.8,5.47,4.44,2.76,4.4,4.22,3.03,5.15,4.17,4.73,6.89,4.97,5.06,4.55,3.89,2,2,1.06,"Female","Don't Know","Rationalist","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
86,44.65,4.02,2.27,3.66,3.72,4.23,3.85,1.85,3.18,1.79,4.55,4.76,1,0.92,1.14,0.21,4.62,3.64,2.47,3.38,3.11,3.84,2.96,4.42,3.72,5.16,4.27,3.33,3.38,2.92,3.88,3,2,1.71,"Female","I don’t believe in God","Muslim","Catholic","No, I’ve never had an experience like this.","No","Brazil"
87,42.73,5.15,3.29,2.78,3.81,6.91,3.94,2.84,1.2,2.29,4.07,3.38,1,1.16,2.75,0.49,2.82,2.56,1.46,3.76,3.55,2.94,3.91,3.79,4.75,4.72,3.69,5.64,3.21,3.78,4.91,3,2,1.57,"Male","I don’t believe in God","Buddhist","Daoist","No, I’ve never had an experience like this.","No","Brazil"
88,42.37,4.94,4.33,4.45,4.19,7.35,3.37,-0.06,2.39,1.56,5.01,3.16,1,0.61,2.13,0.81,2.88,3.25,2.64,4.92,3.91,5.52,1.92,4.7,4.39,6.09,6.95,4.55,4.4,3.5,2.93,3,1,1.55,"Female","I don’t believe in God","Daoist","Confucian","No, I’ve never had an experience like this.","Yes.","Brazil"
89,40.83,6.47,4.47,3.7,5.44,5.71,3.89,3.44,2.05,3.25,5.43,3.57,1,1.37,0.83,0.3,4.58,2.89,3.68,3.37,4.33,3.71,4.1,3.96,2.64,3.75,3.73,4.58,3.91,5.17,2.99,3,2,1.38,"Female","While I have doubts, I feel that I do believe in God","Free thinker","Sunni","No, I’ve never had an experience like this.","No","Brazil"
90,43.74,4,6.34,5.61,5.18,4.5,2.67,2.86,1.08,2.12,5.93,2.9,1,1.07,1.71,0.99,6.11,5.06,3.42,6.06,4.31,2,4.36,3.8,3.57,4.36,4.8,4.33,3.98,4.14,5.07,2,2,1.3,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Jewish","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
91,42.42,4.55,2.96,5.45,5.07,4.49,4.54,3,1.84,2.99,5.61,3.24,1,0.97,0.45,0.51,3.22,4.68,2.46,4.51,5.71,2.58,1.35,4.11,3,5.36,3.88,5.08,4.91,4.25,4.4,1,1,0.36,"Female","While I have doubts, I feel that I do believe in God","Atheist","Catholic","Yes, I’ve had an experience like this.","Yes.","Brazil"
92,42.84,5,2.88,3.33,3.21,5.93,3.06,3.22,3.61,2.59,3.55,2.4,1,1.44,1,1.03,4.37,4.77,4.18,4.7,3.58,4.16,3.29,3.83,3.54,5.29,3.11,3.16,3.08,2.67,3.73,3,1,1.1,"Male","Don't Know","Other","Catholic","No, I’ve never had an experience like this.","Yes.","Brazil"
93,42.63,4.27,5.25,5.12,3.42,4.62,3.63,3.22,5.06,2.85,5.55,3.75,1,2.36,1.07,0.69,4.75,2.88,2.89,3.59,2.27,4.93,4.08,3.94,4.21,2.94,4.98,4.24,2.38,3.73,3.37,2,1,1.59,"Male","Don't Know","Daoist","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
94,34.55,4.07,3.21,5.67,4.84,6.02,4.23,2.41,1.34,3.98,6,3.42,1,0.72,1.61,0.21,4.26,3.64,5.23,2.93,3.03,3.25,4.82,2.8,4.47,4.84,2.22,2.66,4.31,2.78,4.93,2,2,0.01,"Female","Don't Know","Shinto","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
95,38.06,4.96,3.45,3.01,3.79,3.85,4,3.17,3.22,4.02,3.63,3.49,1,1.05,1.29,1.29,3.82,5.79,4.26,3.24,4.01,3.9,4.9,5.22,3.8,4.21,4.83,3.79,3.36,4.4,3.62,2,1,1.99,"Female","I find myself believing in God some of the time, but not at others","Confucian","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
96,40.26,6.77,2.74,4.6,5.54,3.15,5.34,1.15,1.49,2.72,6.52,2.09,1,1.49,1.07,1.6,4.41,3.13,3.22,4.94,3.32,1.97,3.45,2.45,4.07,4.22,3.46,5.07,4.88,4.96,4.4,2,1,1.02,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Rationalist","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
97,35.62,3.62,6.79,5.01,3.35,4.43,4.24,3.63,4.63,3.48,5.57,3.75,1,1.79,1.62,0.9,4.03,3.91,4.15,2.74,2.94,6.13,3.87,3.34,4.65,4.04,3.15,2.29,3.17,2.91,5.1,2,2,0.88,"notSpec","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Other","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
98,35.91,2.89,4.14,4.41,3.46,3.96,4.87,3.24,4.78,2.96,4.82,1.48,1,1.94,1.92,0.98,3.51,4.37,5.7,3.78,5.65,3.82,4.59,4.51,3.74,2.99,1.45,3.6,3.85,1.9,3.95,2,2,1.69,"Male","While I have doubts, I feel that I do believe in God","Free thinker","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
99,43.9,4.59,3.67,5.58,4.66,7.23,5.47,2.79,4.32,3.84,5.3,2.74,1,2.89,1.18,1.4,4.55,3.98,2.85,2.73,5.57,3.62,4.8,4.73,2.79,2.76,4.23,2.59,1.84,4.08,4.3,1,1,0.12,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Daoist","Confucian","Yes, I’ve had an experience like this.","Yes.","Brazil"
100,37.28,3.1,3.2,4.46,3.25,6.89,3.23,2.19,2.32,1.41,4.69,3.07,1,0.31,1.06,1.5,2.09,3.47,3.92,6.63,3.18,4.01,4.8,3.85,3.72,4.44,5.23,4.45,2.64,4.83,3.27,2,1,1.49,"Male","While I have doubts, I feel that I do believe in God","Rationalist","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
101,42.31,4.99,3.25,3.15,4.33,4.84,4.72,4.36,3.89,3.43,4.55,2.58,1,1.87,1.68,1.36,3.73,3.86,5.43,4.39,5.82,4.52,1.56,4.99,5.12,0.4,4.11,5.37,3.37,3.39,4.41,1,1,0.92,"Male","I know God really exists and I have no doubt about it.","Rationalist","Shinto","Yes, I’ve had an experience like this.","Yes.","Brazil"
102,37.33,5.7,0.64,3.74,4.34,7.44,4.51,3,2.17,5.13,4.91,3.44,0,0.99,0.54,0.79,5.62,3.16,4.66,6.05,4.48,3.99,4.88,2.45,2.94,4.13,5.5,5.39,3.4,4.06,2.26,3,2,0.32,"Female","While I have doubts, I feel that I do believe in God","Muslim","Orthodox","No, I’ve never had an experience like this.","No","Brazil"
103,36.18,4.47,2.67,2.7,2.72,3.83,3.24,2.85,1.13,3.8,3.86,2.91,1,1.17,1.42,0.9,5.23,5.88,2.47,2.81,5.26,4.78,4.06,2.59,4.26,5.6,3.29,3.09,2.92,5.81,4.77,1,1,0.07,"Male","While I have doubts, I feel that I do believe in God","Secular","Jewish","Yes, I’ve had an experience like this.","Yes.","Brazil"
104,45.57,3.55,3.09,4.52,4.76,3.51,4.8,3.12,3.21,2.59,5.16,1.55,1,1.33,1.19,2.28,2.05,3.69,1.92,3.08,3.52,3.79,0.96,3.26,3.35,2.95,6.73,4.96,3.42,4.03,5.31,3,1,0.96,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Free thinker","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
105,35.8,5.04,3.47,5.25,4.87,3.41,3.83,3.18,2.72,4.28,6.47,2.84,0,0.23,0.54,-0.47,5.31,3.06,5.22,2.63,3.04,2.55,3.17,4.07,5.16,3.3,5.55,5.43,4.05,3.23,5.61,3,1,0.06,"Female","While I have doubts, I feel that I do believe in God","Rationalist","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
106,37.95,5.76,4.27,4.15,4.24,6.89,4.87,2.34,3.11,4.5,4.55,2.82,1,1.95,1.74,1.12,4.76,5.17,3.71,4.09,2.91,3.79,4.52,5.74,6.25,3.52,4.47,4.3,3.25,3.88,3.32,1,1,1.82,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Confucian","Protestant","Yes, I’ve had an experience like this.","Yes.","Brazil"
107,35.77,2.64,4.54,4.9,3.35,3.87,4.75,2.55,5,3.06,5.03,3.61,1,1.55,1.37,1.39,2.75,3.92,3.96,3.18,1.74,4.54,1.55,3.69,2.54,4.09,3.89,3.8,3.61,3.53,4.67,3,1,0.58,"Female","While I have doubts, I feel that I do believe in God","Other","Jewish","No, I’ve never had an experience like this.","Yes.","Brazil"
108,39.75,4.79,3.67,4.22,3.67,5.33,6.98,1.86,4,3.64,5.48,2.29,1,1.15,1.55,0.95,3.19,4.93,3.04,4.26,4.6,5.26,2.52,2.32,3.64,4.43,4.93,4.77,3.78,2.98,4.08,3,2,0.86,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Buddhist","No, I’ve never had an experience like this.","No","Brazil"
109,43.43,4.18,1.34,3.99,3.34,4.8,4.48,3.54,2.32,2.43,5.85,2.17,0,0.96,1.47,-0.12,2.92,4.81,5,3.15,3.89,3.01,4.25,2.9,4.05,6.48,3.5,2.87,3.24,3.56,4.08,2,1,0.29,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Rationalist","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
110,39.54,5.39,2.89,3.53,3.97,5.92,1.87,3.37,2.25,2.8,4.31,1.87,1,1.41,1.62,1.37,2.98,3.72,5,4.23,3.34,3.62,4.21,3.81,4.68,0.69,5.47,3.61,4.01,2.55,3.95,3,2,0.25,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Christian","Shinto","No, I’ve never had an experience like this.","No","Brazil"
111,39.99,4.08,3.16,5.8,4.41,5.84,3.21,2.62,3.34,1.7,5.42,3.4,1,0.67,1.75,1.72,3.63,4.12,3.92,4.64,3,4.5,3.37,4.15,4.01,2.56,2.67,4.31,3.76,4.07,4.59,2,2,1.1,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Christian","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
112,47.8,3.28,3.4,3.7,2.72,6.7,4.07,3.59,2.47,5.07,3.97,2.97,1,1.73,1.12,1.31,2.6,5.82,4.5,5.97,3.23,5.72,2.14,2.57,4.65,4.9,5.04,2.78,3.68,4.78,3.92,2,1,0.55,"Female","I don’t believe in God","Agnostic","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
113,36.32,4.33,3.98,3.43,3.58,5.56,4,4.86,2.1,2.68,4.03,2.3,1,1.17,0.96,1.68,4.78,2.74,3.12,5.77,2.74,3.96,5,3.67,5.07,6.29,3.52,4.44,4.12,5.65,3.76,2,2,0.58,"Male","I don’t believe in God","Humanist","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
114,37.55,4.07,3.2,5.32,3.48,5.3,4.15,3.11,2.6,2.77,4.94,3.52,1,0.95,1.2,1.28,3.24,3.73,4.51,3.75,3.98,2.89,4.82,5.19,3.24,5.81,2.78,3.28,5.22,3.98,2.73,2,2,1.03,"Female","While I have doubts, I feel that I do believe in God","Free thinker","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
115,40.6,3.72,3.32,4.55,3.71,4.14,4.11,4.73,3.83,2.92,4.42,2.77,1,1.45,0.8,1.07,2.91,3.63,3.27,3.27,3.97,4.42,2.14,4.26,4.53,4.11,3.42,5.04,4.11,1.78,3.3,3,1,1.5,"Female","I know God really exists and I have no doubt about it.","Confucian","Daoist","No, I’ve never had an experience like this.","Yes.","Brazil"
116,38.23,6.12,2.84,2.91,4.71,5.92,5.73,1.43,4.75,0.31,3.28,3.36,1,1.45,1.78,0.72,5.32,4.61,4.66,4.08,1.91,4.51,4.82,6.2,7.02,4.34,3.5,4.51,3.6,3.23,5.75,2,2,1.36,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Non-religious","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
117,37.21,6.34,3,2.39,3.38,6.88,4.78,2.97,3.25,2.72,3.77,2.74,1,1.05,1.48,1.31,2.56,3.74,1.65,3.07,4.07,6.23,4.91,5.46,2.46,4.58,4.06,2.72,5.18,1.86,3.13,3,1,1.91,"Female","Don't Know","Rationalist","Other","No, I’ve never had an experience like this.","Yes.","Brazil"
118,42.05,2.96,4.03,5.29,2.6,3.24,3.64,1.54,2.77,2.86,6.03,2.36,1,2.23,1.49,1.27,4.94,5.11,3.48,4.44,0.72,3.35,2.66,3.23,4.23,3.02,3.21,4.31,6.02,2.41,4.48,2,2,1.29,"Female","Don't Know","Sceptic","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
119,39.84,6.01,3.47,6.35,6.28,5.69,5.84,1.88,2.67,2.67,5.82,2.29,1,0.78,1.36,0.76,4.51,4.22,3.99,3.03,4.18,2.16,3.56,5.28,3.16,1.96,3.67,3.92,3.3,3.86,4.74,3,2,1.05,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Hindu","No, I’ve never had an experience like this.","No","Brazil"
120,43.37,3.82,4.85,4.41,3.04,6.21,4.17,2.33,1.28,4.81,5.2,3.24,0,-0.03,0.61,1.32,3.72,5.42,5.74,4.88,3.87,2.53,2.33,2.5,4.49,3.28,4.02,4.47,4.54,3.75,2.81,3,2,0.61,"Male","I find myself believing in God some of the time, but not at others","Atheist","Jewish","No, I’ve never had an experience like this.","No","Brazil"
121,38.89,5.08,3.12,4.66,4.49,4.75,3.26,4.54,3.3,3.99,6.69,3.13,1,0.89,1.54,1.16,4.69,4.08,3.08,3.55,4.9,4.04,4.42,5.08,5.35,3.71,4.81,2.93,2.73,6.19,4.69,2,1,0.88,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Shinto","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
122,43.1,2.88,3.68,5.68,3.8,6.84,4.21,4.29,4.45,3.35,6.03,3.6,1,1.13,0.86,0.86,3.7,4.33,2.61,6.17,4.32,3.14,2.56,2.78,3.69,3.17,3.98,2.8,3.37,5.41,3.45,3,2,1.79,"Female","While I have doubts, I feel that I do believe in God","Free thinker","Orthodox","No, I’ve never had an experience like this.","No","Brazil"
123,43.32,4.01,3.62,5.45,3.89,5.79,4.98,4.84,3.3,3.81,6.33,1.85,0,0.55,0.62,0.75,4.73,3.41,3.5,3,3.93,4.23,3.52,6.33,2.16,4.5,2.29,4.85,4.76,4.98,4.27,2,1,0.69,"Female","Don't Know","Daoist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
124,40.21,4.87,2.65,3.05,3.47,2.56,5.9,3.77,3.97,4.22,3.8,1.78,1,1.69,1.8,1.04,4.68,2.97,4.22,3.66,4.73,4.84,5.41,3.49,3.9,5.77,5.38,4.49,4.94,4.04,2.88,2,1,0.54,"Female","While I have doubts, I feel that I do believe in God","Seeker","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
125,40.31,4.94,3.97,2.91,4.29,6.58,5.04,2.9,4.13,3.24,3.92,2.84,1,1.19,1.96,1.33,5.6,2.5,4.94,4.32,4.93,4.62,3.82,3.81,3.83,5.12,4.69,5.64,2.88,5.18,3.54,3,1,0.56,"Male","I know God really exists and I have no doubt about it.","Christian","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
126,41.95,5.28,2.24,2.66,4.51,5.58,4.77,2.05,1.51,2.24,3.84,4,1,1.12,0.39,0.31,3.43,3.25,3.22,2.61,2.77,4.87,4.48,3.33,2.83,2.78,5.31,6.24,4.22,4.22,4.05,2,1,1.01,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
127,40.32,4.33,4.5,5,3.29,5.57,4.31,4.45,3.98,2.49,5.82,2.45,1,1.46,1.61,1.21,4.94,5.98,4.92,1.09,3.85,4.38,4.76,3.32,4,3.92,1.67,4.8,3.56,3.69,3.03,3,1,1.41,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Daoist","Jewish","No, I’ve never had an experience like this.","Yes.","Brazil"
128,39.87,5.04,3.12,6.19,5.06,6.1,6.33,1.16,2.47,2.32,6.46,3.48,1,1.56,0.23,1.89,4.38,4.72,1.09,5.22,2.99,4.71,3.61,3.76,4.88,4.32,3.31,5.57,1.8,4.47,5.66,1,1,1.36,"Male","Don't Know","Free thinker","Sunni","Yes, I’ve had an experience like this.","Yes.","Brazil"
129,36.87,4.75,1.3,4.78,4.21,6.26,1.88,2.62,4.08,2.72,6.04,2.68,1,0.86,2.41,1.91,4.57,3.82,4.33,2.32,2.57,3.01,5.03,4.42,5.35,2.96,4.29,4.14,5.31,2.93,2.7,3,2,1.63,"notSpec","I know God really exists and I have no doubt about it.","Non-religious","Hindu","No, I’ve never had an experience like this.","No","Brazil"
130,37.71,5.97,4.42,2.9,5.3,3.35,3.56,3.21,3.13,4.77,5.65,1.25,1,1.11,0.75,0.28,4.67,4.61,4.36,3.58,4.31,3.44,4.61,5.3,4.63,5.28,4.96,5.24,3.74,4.18,5.39,1,1,0.4,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Non-religious","Protestant","Yes, I’ve had an experience like this.","Yes.","Brazil"
131,41.84,4.05,3.45,4.19,3.16,4.24,4.89,4.12,5.04,1.09,4.45,4.79,1,1.38,0.8,1.48,3.53,3.67,2.75,6.18,4.28,2.94,5.05,3.38,2.8,2.43,6.04,3.75,3.77,5.79,3.21,3,2,0.86,"Female","I don’t believe in God","Spiritual but not religious","Jewish","No, I’ve never had an experience like this.","No","Brazil"
132,39.97,3.09,5.22,4.76,3.72,5.08,4.28,1.52,2.75,2.8,4.21,3.33,1,1.49,1.56,1.42,3.86,6.16,3.64,5.25,1.74,2.8,2.6,3.96,4.66,4.23,5.27,4.15,3.91,4.11,4.38,2,1,0.73,"Male","Don't Know","Rationalist","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
133,40.78,6.81,3.13,4.57,5.91,5.95,2.97,5.51,2.65,2.51,5.99,4.86,1,1.36,1.6,1.69,3.66,4.45,2.28,5.08,3.13,4.52,5.68,3.11,5.11,4.47,5.03,3.61,2.87,4.27,3.85,3,1,1.42,"Male","I know God really exists and I have no doubt about it.","Hindu","Shinto","No, I’ve never had an experience like this.","Yes.","Brazil"
134,36.81,5.48,2.75,4.86,4.52,3.31,2.94,0.8,4.33,2.51,6.02,2.71,1,1.25,1.73,0.16,3.67,4.49,2.86,4.35,3.79,4.19,3.29,4.84,5.61,4.01,3.19,1.62,4.72,3.92,4.17,2,2,1.7,"Male","I know God really exists and I have no doubt about it.","Christian","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
135,45.2,3.56,4.63,4.74,3.28,6.04,5.14,2.25,1.61,2.73,4.39,3.36,1,1.29,1.5,1.57,4.43,5.37,4.14,3.67,2.71,4.36,4.81,3.22,4.98,3.08,2.31,3.34,2.43,3.62,2.25,1,1,1.87,"Male","I know God really exists and I have no doubt about it.","Hindu","Hindu","Yes, I’ve had an experience like this.","Yes.","Brazil"
136,44.82,4.51,2.3,3.99,4.29,3.42,3.84,2.48,1.97,2.88,5.2,2.04,0,0.01,1.06,0.79,5.69,1.93,4.33,3.08,3.78,2.3,2.98,4.13,3.49,3.15,3.96,3.25,2.98,2.82,4.76,3,1,0.93,"Female","Don't Know","Humanist","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
137,35.56,4.05,3.89,6.67,5.13,6.29,5.89,1.86,2.95,3.41,6.5,2.28,1,0.47,0.93,1.04,4.14,3.63,4.3,5.47,2.63,3.27,1.69,1.82,3.82,4.52,4.36,3.9,3.83,3.56,1.05,2,1,1.25,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Seeker","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
138,36.3,4.45,4.34,2.52,2.38,5.3,6.37,3.25,2.37,4.82,3.43,3.88,1,1.45,1.56,1.7,6.89,3.73,2.33,4.54,5.84,4.03,2.52,4.9,3.57,1.98,1.91,4.39,3.68,6.25,3.52,2,1,0.54,"Female","I find myself believing in God some of the time, but not at others","Hindu","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
